SvB12,George of the Jungle,1997,Brill,PU:,Disney,col,Comd,aw,"S.F., CA; Africa",Seen(17Dec1997) Er(D),|
TCn10,Combination Platter,1993,T.Chan,PN:,SU:,prc,Comd,aw,"Queens, NY",,|
TCr10,The Frightening Frammis,1993,Cruise,Pollock,SShowtime,TV,Susp,aw,lc,Le(35m),|
TDa10,CB4,1993,T.Davis,PN:,SU:,prc,Musc,aw,lc,,|
TFy10,Watch It,1993,T.Flynn,PN:,SU:,prc,Ctxx,aw,"Chicago, IL",,|
ThS10,So I Married an Axe Murderer,1993,Schlamme,PN:,SU:,prc,Comd,aw,"S.F., CA",,|
TLo10,Chain of Desire,1993,Lopez,PN:,SU:,prc,Romt,aw,"NYC, NY",,|
TNa10,Okoge,1993,Nakajima,PN:,SU:,prc,"Comd,Porn",aw,"Tokyo, Japan",Lang(\Jp) W(Nakajima),|
TTN10,From Hollywood to Hanoi,1993,Nga,PN:,SU:,prc,Docu,aw,Vietnam,,|
TrH10,The Scent of Green Papaya,1993,Hung,PN:,SFirst Look,prc,Dram,"Camera D'or, AAN","Saigon, Vietnam; T(1951)",La(\Vi) C(Benoit Delhomme),|
TrH15,Cyclo,1997,Hung,PU:,SU:,col,CTxx,aw,Ho Chi Minh City,Lang(Vietnamese),|
WhR10,Handgun,1993,Ransick,"PN:Bob Gosse, Larry Meistrich",SShooting Gallery,col,"Comd, Actn",aw,lc,,|
xBa10,Mazeppa,1993,Batabas,PN:,SU:,prc,BioP,aw,lc,,|
YuB10,Three of Hearts,1993,Bogayevicz,PN:,SU:,prc,Comd,aw,lc,R(R),|
YuB14,Exit in Red,1997,Bogayevicz,PU:,SU:,col,Romt,,lc,,|
Z9310,Life With Mikey,1993,UnYear93,PN:,SFox,prc,Ctxx,aw,lc,,|
Z9320,Traces of Red,1993,UnYear93,PN:,SU:,col,CnR,aw,"Palmbeach, FL",,|
Z9330,Consenting Adults,1993,UnYear93,PN:,SU:,prc,Ctxx,aw,lc,,|
Z9340,The Man With Three Wives,1993,UnYear93,PN:,SCBS,col,Dram,aw,"hospital, Stanford, CA",Seen(29Mar1993)),|
Z9350,Mr.~Baseball,1993,UnYear93,PN:,SU:,col,Comd,aw,"baseball fields, Japan",Er(1993-),|
Z9360,Sommersby,1993,UnYear93,PU:,SU:,col,Dram,aw,,,|
Z9365,Silent Cries,1993,UnYear93,PU:,SU:,TV,Ctxx,,lc,,|
AdS10,Chicken Hawk,1994,Sideman,SU:,prc,Docu,aw,lc,Subject(NAMBLA),|
AFl10,Threesome,1994,A.Fleming,PN:,SU:,prc,Comd,aw,"U.C.L.A, L.A., CA",,|
AkS10,The Slingshot,1994,Sandgren,PN:,SU:,prc,Dram,aw,"Stockholm, Sweden; T(1920)",B(Roland Schutt) Lang(\Sw),|
APr10,The Crow,1994,Proyas,PN:,SU:,col,Horr,aw,lc,B(James OBarr),|
APr12,The Dark City,1998,Proyas,PU:,SU:,col,Noir,aw,,,|
ArD10,Coming out Under Fire,1994,Dong,PN:,SU:,prc,Docu,aw,mil.inst; T(1944),,|
ARk10,The Chase,1994,Rifkin,PN:,SU:,prc,Advt,aw,SW,,|
ARk12,The Dark Backward,1996,Rifkin,"PN:Bruce Wyman,",SU:,col,Noir,aw,,W(Rifkin) Er(199x),|
ASm10,Little Big League,1994,Scheinman,PN:,SU:,col,Comd,aw,"sports, MN","W(Gregory Pincus, Adam Scheinman)",|
BnM10,Nickle and Dime,1994,Moses,PN:,SU:,col,Ctxx,aw,lc,Seen(3Dec1994),|
BnS10,Reality Bites,1994,B.Stiller,"PN:deVito, Michael Shamberg",SUniversal,col,Comd,aw,"studio, Houston, Tx",W(Helen Childress dob 1971) R(PG13),|
BnS15,The Cable Guy,1996,B.Stiller,"PN:Andrew Light, Jeffrey A. Mueller, Judd Apatow",Columbia,col,Susp,aw,,W(Lou Holtz) R(PG13) Cost(40M) Inc(60M),|
CFd10,Freedom on My Mind,1994,Field,PN:,SFantasy,prc,Docu,Sundance,MS; T(196i-1964),CoD(Marilyn Mulford),|
CRu10,The Mask,1994,C.Russell,PN:,SNewLine,prc,Comd,aw,lc,W(Mike Werb),|
CTK10,Three Ninjas Kick Back,1994,Kanganis,"PN:James kang, Martha Chang, Arthur leeds",STristar,col,Actn,aw,Japan,R(PG),|
CyC10,Les Nuits Fauves,1994,Collard,PN:,SGramercy,prc,BioP,Cesar,lc,,|
DAl10,Naked in New York,1994,Algrant,Scorsese,SFine line,col,Comd,aw,N.Y. NY,R(R),|
DDW10,Lillian,1994,D.D.Williams,PN:,SU:,prc,Docu,aw,"home, Richmond, VA",,|
DeS10,Gunmen,1994,Serafian,PN:,SU:,prc,Ctxx,aw,lc,,|
DLu10,It's Happening Tomorrow,1994,Luchetti,PN:,SU:,prc,Dram,aw,"Tuscany, Italy; T(19th cent)",lang(\It),|
DnB10,Sunday's Children,1994,D.Bergman,PN:,SU:,prc,BioP,aw,"csd, Sweden",Lang(\Sw),|
DpM10,Camilla,1994,Mehta,PN:,SU:,prc,Romt,aw,"beach, GA; Canada",,|
DpM13,Fire,1996,Mehta,PU:,SU:,col,Romt,aw,"New Delhi, India; Taj Mahal, Agra, India",,|
DRu10,Spanking the Monkey,1994,D.O.Russell,PN:,SU:,col,"Dram,Romt",aw,lc,,|
DRu15,Flirting with Disaster,1996,D.O.Russell,PU:,SU:,prc,Comd,,lc,Er(xRussell),|
DvC10,For Better or for Worse,1994,D.Collier,PN:Betsy Thompson,SU:,prc,Docu,AAN,lc,Cost(80K) A(five couples),|
FDa10,The Shawshank Redemption,1994,Darabont,PN:Niki Marvin,Columbia,prc,Dram,,,W(Frank Darabont),|
FGd10,Thirty Two Short Films About Glenn Gould,1994,F.Girard,PN:,SU:,prc,BioP,aw,lc,,|
FTr10,La Belle Epoque,1994,Trueba,PN:,SSony,col,Romt,AA,Spain; T(1931),R(R),|
GdT10,Cronos,1994,delToro,PN:,SU:,prc,Fant,aw,"Mexico City, Mexico","W(delToro) Lang(\Am, \Sp)",|
GdT14,Mimic,1997,delToro,PU:,SU:,col,"Hhorr, ScFi",aw,"subway, NYC",,|
GGC10,Love Affair,1994,Caron,Beatty,SWarners,prc,Romt,aw,"NYC, NY",R(PG13),|
GGC12,Moonlighting,1996,Caron,PU:,SU:,col,CTxx,aw,,,|
GGC14,Picture Perfect,1997,Caron,PU:,Fox,col,Romt. Comd,aw,,"W(Caron, ) Seen(14Dec1997)",|
GuC10,Bhaji on the Beach,1994,Chadha,PN:,SU:,prc,Romt,aw,India,,|
HtB10,PCU,1994,Bochner,PN:,SU:,col,Comd,aw,"campus, USA",,|
HLv10,Midnight Edition,1994,Libov,PN:,SU:,prc,Dram,aw,"town, GA",,|
ILd10,Beverly Hills Cop 3,1994,J.Landon,PN:,SU:,prc,Comd,aw,"Detroit, MI; Wonderworld theme park,CA","Note(filmed in Great America, Mountain View, CA)",|
IsM10,In Custody,1994,Merchant,PU:,SU:,prc,Ctxx,,India,,|
IsM14,A Soldier's Daughter Never Dies,1998,Merchant,Ivory,SU:,col,"BioP, Dram",,"Paris, France; Long Island, NY; T(1970)",B(Kaylie Jones),|
ISz10,Woyzeck,1994,Szazs,PN:,SHetfoi Muhely,bnw,Dram,aw,lc,B(Georg Buechner) Lang(\Hu),|
JCe10,Thieves Quartet,1994,Chappelle,PN:,SU:,prc,Susp,aw,"Chicago, IL",W(Chappelle),|
JCr10,Where the River Flows North,1994,J.Craven,PN:,SU:,prc,Ctxx,aw,VT; T(1930),,|
JDB10,Speed,1994,DeBont,PN:Mark Gordon,Fox,\DeLuxe,"Actn,Susp",aw,"bus, L.A., CA; T(1994)",W(Graham Yost) Seen(23Jul1998),|
JDB11,Twister,1996,"PN:Kathleen Kennedy, Ian Bryce, Michael Crichton",,SU:,col,Advt,"plains, OK","Cost (240M) Seen(27Oct1996) W(Michael Crichton, Anne_Marie Martin)",|
JDB12,Speed Two: Cruise Control,1996,DeBont,PU:,Fox,col,Susp,aw,"cruise ship, Carribean",Cost(140M) Seen(10Oct1997),|
JDB15,The Haunting of Hill House,1999,DeBont,PU:,Dreamworks,prc,Ctxx,,lc,,|
JLv10,S.F.W.,1994,J.Levy,PN:,SU:,prc,Comd,aw,lc,,|
JMm10,Cows,1994,Medem,PN:,SU:,prc,Ctxx,aw,"csd, Basque, Spain",Lang(\Sp),|
JSy10,Rave Review,1994,Seymour,"PN:Dana Lustig, Ram Bergman, Seymour",SGnu,col,Comd,aw,"Hollywood, CA",,|
JzG10,The Princess and the Goblin,1994,Gemes,PN:,SU:,prc,Cart,aw,lc,,|
KOl10,"White Fang 2, Myth of the White Wolf",1994,Olin,PN:Preston Fisher,SDisney,col,Advt,aw,"csd, AK",R(PG),|
LMg10,The Advocate,1994,Megahey,PN:David Thompson,SMiramax,col,Hist,aw,"Abbeville, France; T(1452)",Seen(16Oct1994),|
MdH10,Sarraounia,1994,Hondo,PN:,SU:,prc,Epic,aw,West Africa; T(1890),Lang(\Fr),|
MdJ10,Hartverscheurend,1994,deJong,PN:Renee Scholten,SStudio Nieuwe Gronden,col,Romt,aw,"Spain; harbor, Amsterdam, Holland","W(Jan Ellander, deJong)",|
MDn10,The Conjugal Bed,1994,Daneliuc,PN:,SU:,prc,Romt. Comd,aw,lc,Lang(\Ro),|
MDw10,Mina Tannenbaum,1994,Dugowson,PN:,SU:,prc,Dram,aw,lc,Lang(\Fr),|
MEl10,Lush Life,1994,Elias,PN:,SU:,prc,Ctxx,aw,lc,M(Lennie~Niehaus),|
MkT10,Mr.~Jones,1994,Trayger,"PN:Alan Greisman, Devra Greenfield",STristar,col,Romt,aw,lc,,|
MRo10,Murder in the First,1994,Rocco,PN:,SU:,prc,Ctxx,aw,T(1940),,|
MtC10,No Escape,1994,M.Campbell,PN:,SU:,prc,Actn,aw,"penal colony, island",C(Phil Meheux),|
MtC12,GoldenEye,1995,M.Campbell,"P:Cubby, Michael Wilson, Barbara Broccoli",MGM U.A.,\DeLuxe,Actn,aw,Russsia,"B(I.Fleming) Ser(Bond; 21) C(Philip Meheur) W(Jerry Carson?, )",|
MtC15,The Mask of Zorro,1998,M.Campbell,"P:, David Foster","S:Amblin, SD: Tristar",col,Advt,,Mexico; T(18xx),M(James Horner) Seen(9Nov1998),|
MuK10,Caf\'e au Lait,1994,Kassovitz,PN:,SU:,prc,Ctxx,aw,"Paris, France",Lang)\Fr),|
NHy10,The Madness of King George,1994,Hytner,PN:,SU:,prc,Hist,aw,England; T(1978),,|
NHy15,The Object of my Affection,1998,Hytner,PU:,SU:,col,Romt Comd,,"Brooklyn, NY",Er(DN:John Pankow),|
NKz10,Dream Lover,1994,N.Kazan,PN:,SU:,prc,Susp,aw,lc,,|
NnM10,Caro Diario,1994,Moretti,PN:,SU:,prc,Dram,Cesar,lc,"Note(3 parts:'On My Vespa', 'Islands', 'Doctors') W(Moretti) Lang(\It)",|
PaW10,Out of Ireland,1994,Wagner,"PN:Wagneer, Ellen Vasey Wagner",SU:,col,Docu,aw,"Irelkand; Utica, NY; N.Y.C., NY; West","W(Wagner, Kerby Miller)",|
PaF10,Clifford,1994,P.Flaherty,PN:,SU:,prc,Comd,aw,lc,,|
PDp10,The Forbidden Quest,1994,Delpeut,PN:,SU:,prc,Docu,aw,North Pole; T(1900),,|
PFr10,Dumb and Dumber,1994,Farrelly,PN:,"SNewLine, Paramount",col,Comd,,USA,"W(Bobby Farrelly, Bennett Yellin)",|
PFr12,Kingpin,1996,Farrelly,"PN:Brad Krevoy, Steve Stabler,Bradley Thomas",MGM,prc,Comd,,lc,CoD(Bobby Farrelley) http(www.mgmua.com/kingpin),|
PFr15,There's Something About Mary,1998,Farrelly,Bobby Farrelly,Fox,prc,Romt Comd,,"RI; Miami, FL",Cost(25M) Inc(131M),|
PJH10,Muriel's Wedding,1994,P.Hogan,PN:,SU:,prc,Comd,AuAA,"beach resort, Au; Sydney, Au",Cost (3M),|
PJH14,My Best Friend's Wedding,1997,P.Hogan,"P:Zucker, Ronald Bass",Tristar,col,"Romt, Musc",aw,"Chicago, IL",W(Ronald Bass) M(Burt Bacharach; James Newton Howard; AAN) C(Laszlo Kovacs) R(PG13) Seen96Oct1997),|
PRJ10,Baby's Day Out,1994,P.R.Johnson,J.Hughes,SU:,,Comd,,"N.Y.C., NY",W(J.Hughes) R(PG),|
PSe10,Naked Gun 33 1/3: The Final Insult,1994,P.Segal,D.Zucker,SU:,prc,Comd,aw,lc,"W(D.Zucker, J.Zucker, Jim Abarahams)",|
PlW10,"City Slickers II, The Legend of Curly's Gold",1994,Weiland,PN:Billy Crystal,SColumbia,col,Comd,aw,West,,|
RAA10,Safe Passage,1994,Ackerman,PN:,SU:,prc,Dram,aw,lc,R(PG13),|
RbW10,Amongst Friends,1994,Weiss,PN:,SU:,prc,Ctxx,aw,lc,Er(199x),|
RgA10,The Lion King,1994,Allers,PN:,SDisney,col,Cart,aw,Arabia,"R(G) CoD(Rob Minkoff) M(Elton John, Tim Rice) R(G) Cost(55M) Inc(313MUS, 454M abroad)",|
RgC10,Illicit Dreams 2,1994,R.Collins,PU:,New City,col,Porn,,,,|
RgC15,Moerderische Liebesnacht,1996,R.Collins,PU:,SU:,prc,Porn,,lc,T(orig),|
RGl10,Grief,1994,Glatzer,PN:,SU:,prc,"Comd, Dram",aw,"TV studio, L.A., CA",,|
RlM10,Houseguest,1994,R.Miller,PN:,SU:,prc,Comd,aw,lc,,|
RnC10,Mortal Fear,1994,R.Cook,PN:,SU:,"col, TV",Dram,aw,"hospital, L.A., CA",Seen(20Nov1994),|
RtL10,Christy Turlington Backstage,1994,Ri.Leacock,PN:,SU:,prc,Docu,aw,lc,,|
RTo10,La Scorta,1994,Tognazzi,PN:,SU:,col,Dram.Actn,aw,lc,Lang(\It),|
RTr10,Go Fish,1994,Troche,"PN:Guinevere Turner, Roche",SGoldwyn,bnw,Romt,aw,"Chicago, IL; T(1990)","R(NR) W(Guinevere Turner, Roche)",|
RuC10,Fear of a Black Hat,1994,Cundieff,PN:,SU:,prc,Musc,aw,lc,W(Cindieff),|
RuC13,Sprung,1997,Cundieff,PU:,SU:,prc,Romt Comd,,lc,,|
SgT10,Francois Truffau Stolen Portraits,1994,Toubiana,PN:,SU:,prc,"Biop,Docu",aw,lc,CoD(Michel Pascal0,|
SSl1,On Deadly Ground,1994,Seagal,"PN:Seagal, Julius R. Nasso, A.Kittman Ho",SWarners,col,Actn,aw,"csd, Alaska",R(R),|
TBr10,Trading Mom,1994,Brelis,PN:,SU:,prc,Romt,aw,lc,W(Nancy Brelis),|
ToN10,What Happened Was ...,1994,T.Noonan,PN:,SU:,prc,Ctxx,aw,"apartment, Manhattan, NY",W(Tom Nonnan),|
TZz,title z,@1994,Zhuangzhuang,prds,st.,p,ct,aw,lc,Nt(first?),|
TZz10,The Blue Kite,1994,Zhuangzhuang,PN:,SU:,col,Dram,aw,"csd, China; T(1953-1967)",,|
xCo10,The Plague,1994,Cottard,PN:,SU:,TV,Ctxx,aw,lc,,|
YSt10,Last Klezmer,1994,Strom,"PN:Strom, Bernard Berkin",SMaelstrom,col,"Docu, Musc",aw,Poland,,|
YSt12,The Fiddler's House,1996,Strom,PU:,SU:,prc,"Docu, Musc",,lc,"Er(D, 19xx, =YSt10)",|
Z9410,Miracle on 34th Street,1994,UnYear94,PN:,SU:,col,Dram,aw,"Manhattan, NY",,|
AJa1,Nina Takes a Lover,1995,Jacobs,PN:,SU:,prc,Romt,aw,"S.F., CA",,|
AMr10,Highlander: the Final Dimension,1995,Morahan,PN:,SU:,prc,Fant,aw,Scotland,,|
AMt10,Son of the Shark,1995,Merlet,PN:,SU:,prc,Ctxx,aw,lc,W(Merlet) Lang(\Fr),|
AMt14,Dangerous Beauty,1997,Merlet,PU:,SU:,prc,Ctxx,,lc,"Er(D, 19xx)",|
AMt15,Artemisia,1998,Merlet,PU:,SU:,prc,Biop,,lc,W(Merlet) Lang(/Fr) NC(17),|
AWw3,Bound,1995,Wachowski,PU:,SU:,prc,Ctxx,,lc,,|
AWw5,The Assassins,1997,Wachowski,PU:,SU:,prc,Ctxx,,lc,,|
AWw10,The Matrix,1999,Wachowski,PU:,SU:,prc,ScFi,,,CoD(Larry Wachowski),|
BGt10,Tom and Viv,1996,B.Gilbert,PN:,SU:,prc,BioP,aw,England; T(1918),W(B(Michael Hastings)),|
BGt13,Wilde,1998,B.Gilbert,PU:,Sony,col,Biop,,England,R(R),|
BTh10,The Brady Bunch Movie,1995,B.Thomas,"PN:Sherwood Schwartz, Lloyd J. Schwartz, David Kirkpatrick",SParamount,col,Comd,aw,lc,R(PG13),|
BTh13,Dr.Dolittle,1998,B.Thomas,PU:,SU:,\Tcol,Comd,,lc,"C(Harry Stradling) V(Cecil Beaton, Gene Allen)",|
ChN10,Babe,1995,Ch.Noonan,PU:,SU:,prc,Comd,AAN,,,|
DBo6,Shallow Grave,1995,PN:Andrew MacDonald,Polygram,prc,"Susp, Comd",,,W(John Hodge) R(R) Er(19xx),|
DBo10,Trainspotting,1996,Boyle,Andrew MacDonald,SD:Miramax,prc,Noir Comd,,"Edinburgh, Scotland",W(John Hodge) R(R) B(Irvine Welsh),|
DBo12,A Life Less Ordinary,1997,Boyle,Andrew MacDonald,SU:,col,"Comd, Susp",aw,,W(John Hodge),|
DCn10,Judge Dredd,1995,Cannon,PU:,Hollywood,col,"ScFi, Actn",,,Seen(1995) Cost(80M) Inc(35M),|
DCn12,I Still Know What You Did Last Summer,1998,Cannon,PU:,SU:,prc,Horr,,Bahamas,Ser(Know; 2),|
DSa10,Grand Avenue,1995,Sackheim,PN:Tony To,SU:,\DuArt,Dram,,"slum, CA",B(C.Sarris) Seen(19Oct1997) Er(199x),|
DvF10,Miami Rhapsody,1995,Frankel,PN:,SU:,col,Comd,aw,"Miami, FL",,|l
Ebu5,The Brothers McMullen,1995,E.Burns,PU:,SU:,col,CTxx,aw,,W(E.Burns) Er(199x),|
EBu8,She's the One,1996,E.Burns,"P:Ted Hobbs,, E.Burns",Fox Warners,,Romt,aw,"New York City, NY; New Orleans, LA",R(R) W(E.Burns) C(Frank Prinz),|
EBu10,"Long Time, Nothing New",1997,E.Burns,PU:,SU:,prc,Ctxx,,,,|
HHH10,"Good Men, Good Women",1995,Hou Hsiaahsien,PU:,SL:Taiwan,prc,Dram,,,,|
JLa10,Live Nude Girls,1995,Lavin,PU:,Steve White,prc,"Romt, Comd",,"slumber party. home, L.A.., CA",W(Lavin) M(Anton Sanko),|
JPy10,Space Jam,1996,Pytka,Reitman,Warners,prc,"Comd, Cart",,,Inc(90M),|
JPy12,The Quest for Camelot,1998,Pytka,PU:,SU:,col,Cart,aw,,"M(David Foster, Carole Bayer Sager) Er(D)",|
KDo10,The Sum of Us,1995,Dowling,PN:,SU:,prc,Dram,aw,Au,W(B(D.Stevens)),|
KSm1,Clerks,1995,K.Smith,PN:,SU:,bnw,Comd,aw,lc,R(R),|
KSm3,Chasing Amy,1997,K.Smith,PU:,SU:,col,Ctxx,,,,|
KSm5,Dogma,1999,K.Smith,PU:,SD:Miramax,prc,"Comd, anti-clerical, pro-faith)",,lc,Nt(Dropped by SD),|
LBv10,unknown,1997,Berovici,PU:,SU:,prc,Ctxx,,,"W(Berovici, Sam Bernard) Er(T,19xx)",|
MBy1,Bad Boys,1995,Bay,"P:Don~Simpson , Jerry~Bruckheimer",SU:,prc,Ctxx,,,,|
MBy2,The Rock,1996,Bay,"P:Don~Simpson, Jerry~Bruckheimer", Hollywood,col,Actn,,"Alcatraz, S.F., CA",|
MBy5,Armageddon,1998,Bay,Jerry Bruckheimer,SU:,col,Disa,,"NYC, NY; Shanghai, China; Paris, France; space","W(Paul Attanasio, Robert Towne,) V(; AAN) Cost(140M) Inc(193M)",|
MGo5,Antonia's Line,1995,Gorris,PU:,SU:,col,CTxx,aw,,Er(19xx),|
MGo10,Mrs. Dalloway,1997,Gorris,"P:Lisa Katselas Pare, Stephen Bayly",First Look,col,Romt,,,B(Virginia Woolf) R(PG13),|
MMa10,Before the Rain,1995,Manchevski,PN:,SU:,prc,Dram,aw,Macedonia; London,"Lang(Macedonian, English)",|
MTh10,Pourvu que \cca dure,1995,Thibaut,PU:,SU:,prc,Comd,,,,|
NFi10,Stonewall,1995,Finch,PU:,SU:,prc,Hist,"Greenwich Village, NY T(1969)",,Er(19xx),|
SeG10,"Les Milles, le train de la liberte",1995,Grall,PU:,SU:,prc,Dram,,,,|
SuK10,A Man of no Importance,1995,Krishnamma,PN:,SU:,prc,Ctxx,aw,"Dublin, Ireland; T(1960)",W(Barry Devlin),|
TdC9,Johnny Suede,1995,diCillo,PU:,SU:,prc,Ctxx,,lc,Er(19xx),|
TdC10,Living in Oblivion,1995,diCillo,PU:,SU:,prc,"Docu, Dram",,movies,,|
TdC11,Box of Moonlight,1997,diCillo,PU:,SU:,prc,,PU:,SU:,col,Dram,aw,csd,R(R),|
TdC12,Safe Men,1997,diCillo,PU:,SU:,prc,Ctxx,,lc,Er(19xx),|
TdC13,Jerry and Tom,19xx,diCillo,PU:,SU:,prc,Ctxx,,lc,Er(19xx),|
TdC15,Lawn Dogs,1998,diCillo,PU:,SU:,prc,Ctxx,,lc,,|
UPr @1995,Prasad,prods,st.,p,ct,aw,lc,notesNT(first),|
UPr1,Brothers in Trouble,1995,Prasad,PU:,SU:,prc,Dram,"London, UK",,Er(1996),|
Upr2,My Son the Fanatic,1997,Prasad,PU:,SU:,col,Dram,aw,W(Hanif Kureishi),,|
xQu10,Street of Crocodiles,1995,Quay,PU:,SU:,prc,Cart,,,CoD(SI(brother)) Er(19xx),|
xQu15,Institute Benjamenta,1996,Quay,PU:,SU:,bnw,Noir,aw,,B(Robert Walser),|
YvA10,Colonel Chabert,1995,Angelo,PN:,SU:,prc,Ctxx,aw,France; T(1830),B(Balzac) Lang(\Fr),|
YvA13,Voleur du Vie,1998,Angelo,PU:,SU:,prc,Dram,,island,Alt(Stolen Life),|
Z9510,Once Were Warriors,1995,Unknown26,PN:,SBuena Vista,prc,Dram,aw,New Zealand,B(Alan Duff),|
Z9520,City of Joy,1995,UnYear95,PU:,SU:,col,CTxx,aw,,E(19xx),|
Z9530,"A Burning Passion, The Margaret Mitchell Story",1995,UnYear95,PU:,SU:,col,"TV, BioP",aw,lc,nt,|
Z9540,Desperate Remedies,1995,UnYear95,PU:,SU:,col,CTxx,aw,New Zealand; T(1850),C(Leon Narly),|
Z9550,The Basketball Diaries,1995,UnYear95,PU:,SU:,col,CTxx,aw,,,|
Z9570,Othello,1995,UnYear95,PU:,SU:,col,Dram,aw,Venice,Er(1995) B(Shakespeare),|
Z9575,Fair Game,1995,UnYear95,PU:,SU:,prc,Ctxx,,lc,,|
Z9577,Money Train,1995,UnYear95,PU:,SU:,prc,Actn,,"subway, NY",,|
Z9579,Dreamgirls,1995,UnYear95,PU:,SU:,prc,Ctxx,,lc,Er(19xx),|
Z9580,Clubbed to Death,1995,UnYear95,PU:,SL:France,prc,Ctxx,,lc,,|
Z9585,The Substitute Wife,1995,UnYear95,PU:,SU:,col,"Dram, Romt",,"csd, midwest; T(1800)",Er(19xx) Seen(10Apr1999),|
AGm10,Sometimes they come back ... again,1996,Grossman,Pmichael Meltzer:,S Trimark:,prc,Horr,,,,|
AHp10,August,1996,A.Hopkins,PU:,SU:,prc,Ctxx,,,B(Chekhov `Uncle Vanya`),| |
AKr10,Die Kirschernte,1996,Kranenborg,PU:,SU:,prc,Romt,,"csd, Holland",,|
ASf8,A Very Brady Sequel,1996,Sanford,PU:,SU:,prc,Comd,,lc,R(PG),|
ASf10,I'll be Home for Christmas,1998,Sanford,PU:,SU:,prc,Comd,,,,|
AyW10,Mute Witness,1996,Waller,PU:,SU:,prc,Ctxx,,,Er(199x),|
AyW11,American Werewolf in Paris,1997,Waller,PU:,SU:,col,Horr,aw,"Paris, France",,|
BdA2,"Next Stop, Wonderland",1998,B.Anderson,PU:,SU:,prc,Comd,Deauville,,,|
BnR10,The Young Poisoner's Handbook,1996,B.Ross,PU:,SU:,prc,BioP,,,,|
CDu10,Watermelon Woman,1996,,|,1996,Dunye,PU:,SU:,prc,Ctxx,,,ER(19xx),|
CHp10,Joseph Conrad's Secret Agent,1996,Hampton,PU:,SU:,prc,Susp,,,,|
CTH10,The Big Fall,1996,Howell,PU:,SU:,prc,CnR,,,,|
DDg10,Happy Gilmore,1996,Dugan,PU:,SU:,prc,BioP,,,"W(Adam Sandler, Tim Herlihy) Er(19xx, BioP)",|
DHg10,Veronica Barbwire,1996,Hogan,PU:,SD:Polygram,col,Ctxx,,,,|
DIl10,The Whole Wide World,1996,D.Ireland,PU:,SU:,prc,Romt,,TX,,|
DLi10,Swingers,1996,Liman,PU:,SU:,prc,Romt,,"Hollywood, CA, Las Vegas, NV",W(Jon Favreau),|
DLi13,Go,1999,Liman,PU:,SColumbia,prc,Ctxx,,"Xmas eve, L.A., CA",,|
DPs10,Home Fries,1996,Parisot,"PN:Mark Johnson,, B.Levinson, Lawrence Kasdan, Charles Newirth",Warners:,col,"Comd, Romt",,lc,Er(D) Note(released 1998) R(PG13),|
DRE10,Homeward Bound II: Lost in San Francisco,1996,D.Ellis,PU:,Disney,prc,Advt,,"S.F., CA",Er(199x) W(Chris Handy,|
DTw10,The Arrival,1996,PU:,SOrion,col,"ScFi, Susp",,Mexico,,|
ESc10,If Lucy Fell,1996,Schaeffer,PU:,SU:,prc,Romt Comd,,Brooklyn NY,W(Eric Schaeffer),|
FSl10,Halfmoon,1996,Schlaich,PU:,SU:,prc,Dram,,"Morocco, Brazil","W(Irene vonAlberti) B(Paul Bowles, (dob 1911)) Lang(\GB, Arabic) Note(3 stories: Merkala Beach, Call at Corazon, Allal)<",|
GAe10,Bordello of Blood,1996,Adler,Adler,Universal,prc,Horr,,,"HTTP(www.cryptnet.com) B(Zeckis, Bob Gale: Tales from the Crypt) W(A.L. Katz , Adler)",|
GHb10,Primal Fear,1996,Hoblit,PN:Gary Luccesi,Paramount,prc,Dram,,,Seen(1996),|
HMD1,Beautiful Thing,1996,McDonald,PU:,SU:,prc,Romt,,London England,,|
IGy10,The Glimmerman,1996,J.Gray,PU:,Warners,\Tcol,Actn,,"L.A., CA",Seen(7Oct1997),|
JMn1,Heavy,1996,Mangold,PU:,SU:,prc,Romt,,"town, NY",W(Mangold),|
JMn2,Cop Land,1997,Mangold,PU:,SU:,col,CnR,aw,"town, NJ",W(Mangold),|
JtF1,Star Trek: First Contact,1996,Frakes,PN:Rick Berman,SParamount,col,ScFi,,,"W(Rick Berman, Brannon Braga, Ronald D. Moore) M(Jerry Goldsmith) Ser(Star Trek; 8) R(PG13)",|
JtF3,Star Trek: The Insurrection,1999,Frakes,PN:Rick Berman:,SParamount,col,ScFi,,lc,Ser(Star Trek; 9) Seen(25Mar1999),|
JuS10,Basquiat,1996,Schnabel,"PN:John Klik, Sigurjon Sighvatsson, Randy Ostrow",Miramax,prc,BioP,,T(1988),W(Schnabel),|
JWg10,In the Heat of the Sun,1996,Weng,PU:,SU:,prc,Romt,,"Bejing, China TD(1977)",|
Calendar Girl,1996,Whitesell,"PN:Debbie Robin,",Columbia,col,Ctxx,,,Er(D),,|
JZa10,Marvin's Room,1996,Zaks,"P:Scott Rudin, Jan Rosenthal, ..",Miramax,col,Dram,,,W(B(Scott~McPherson)) M(Rachel Portman) Seen(1997),|
KKw10,The Beautician and the Beast,1996,Kwapis,Howard W. Koch,Paramount,col,"Romt,Comd",,Slovitsia,,|
KvY10,Hellraiser: Bloodline,1996,Yagher,PU:,Dimension,prc,Horr,,,Ser(Pinhead; 4) CoD(Alan~Smithee),|
LLG10,Summer Souvenier,1996,Glatter,PU:,SU:,prc,Dram,,,Er(T),|
Lob9,This is My Life,1996,Obst,PU:,SU:,col,Romt,,,Er(19xx),|
